34827ed3-1ebd-4356-bb52-a5746ef84b98	0						0.5200	unknown	-0.18714365,0.04423345,0.06430603,-0.05764795,0.011217004,-0.058632646,0.068003505,-0.0622018,0.1947679,-0.043148585,0.23603943,-0.013899747,-0.15674824,-0.16346563,0.002754853,0.10557814,-0.15680665,-0.13443857,-0.07185664,-0.113823265,0.0625327,-0.018876733,-0.043309424,0.0752413,-0.1786488,-0.31599793,-0.09121275,-0.113062896,-0.030516598,-0.06514594,-0.02784946,0.10777129,-0.2225485,-0.07625817,-0.07446099,0.11777124,0.014217198,-0.007099512,0.12837043,0.087836236,-0.10013083,-0.030067243,-0.020576261,0.31068003,0.20608777,-0.07759496,-0.006093355,0.02012205,0.031810444,-0.24859022,-0.022838816,0.14263247,0.052976675,0.09471528,0.06698406,-0.11329169,-0.009626676,0.032818817,-0.17854027,0.033353176,-0.061583225,-0.13626632,-0.042730305,-0.05965371,0.19413222,0.14043707,-0.07298355,-0.13230132,0.18460977,-0.0951834,-0.017641632,0.06814223,-0.112252064,-0.17410435,-0.28194645,0.14668243,0.4631107,0.1445613,-0.21856202,0.04460849,-0.20310229,-0.096169926,0.07632961,0.021609096,-0.023811204,0.102826916,-0.1399846,0.08302011,0.1332885,0.03771253,-0.04030304,0.21720912,-0.020469237,0.04063414,0.08355912,0.009068512,-0.07300806,0.053464156,-0.15409996,-0.032905832,0.042144284,-0.124249674,0.018483413,0.074980535,-0.113140516,0.1297853,0.07893184,-0.036170598,-0.09401464,0.014020145,-0.11361339,-0.011125742,0.13326548,-0.24283478,0.15203227,0.15671909,0.015005332,0.18824272,0.044487752,0.05857378,-0.06798394,-0.047212295,-0.0741301,0.032868918,0.02446417,0.030907582,0.04098942,0.05771678	unknown-af9aedaa	f9172506-a8d1-4577-9d18-92fe545b7b50.jpg	2026-03-10T16:10:35.816308900Z
89a266f4-f9f3-472a-8918-a67ff02dad1f	0						0.5200	unknown	-0.18714365,0.04423345,0.06430603,-0.05764795,0.011217004,-0.058632646,0.068003505,-0.0622018,0.1947679,-0.043148585,0.23603943,-0.013899747,-0.15674824,-0.16346563,0.002754853,0.10557814,-0.15680665,-0.13443857,-0.07185664,-0.113823265,0.0625327,-0.018876733,-0.043309424,0.0752413,-0.1786488,-0.31599793,-0.09121275,-0.113062896,-0.030516598,-0.06514594,-0.02784946,0.10777129,-0.2225485,-0.07625817,-0.07446099,0.11777124,0.014217198,-0.007099512,0.12837043,0.087836236,-0.10013083,-0.030067243,-0.020576261,0.31068003,0.20608777,-0.07759496,-0.006093355,0.02012205,0.031810444,-0.24859022,-0.022838816,0.14263247,0.052976675,0.09471528,0.06698406,-0.11329169,-0.009626676,0.032818817,-0.17854027,0.033353176,-0.061583225,-0.13626632,-0.042730305,-0.05965371,0.19413222,0.14043707,-0.07298355,-0.13230132,0.18460977,-0.0951834,-0.017641632,0.06814223,-0.112252064,-0.17410435,-0.28194645,0.14668243,0.4631107,0.1445613,-0.21856202,0.04460849,-0.20310229,-0.096169926,0.07632961,0.021609096,-0.023811204,0.102826916,-0.1399846,0.08302011,0.1332885,0.03771253,-0.04030304,0.21720912,-0.020469237,0.04063414,0.08355912,0.009068512,-0.07300806,0.053464156,-0.15409996,-0.032905832,0.042144284,-0.124249674,0.018483413,0.074980535,-0.113140516,0.1297853,0.07893184,-0.036170598,-0.09401464,0.014020145,-0.11361339,-0.011125742,0.13326548,-0.24283478,0.15203227,0.15671909,0.015005332,0.18824272,0.044487752,0.05857378,-0.06798394,-0.047212295,-0.0741301,0.032868918,0.02446417,0.030907582,0.04098942,0.05771678	unknown-af9aedaa	e346f07c-d796-44aa-a73f-ddfd8e843e86.jpg	2026-03-10T16:10:39.592758500Z
c28c23fb-b060-4e14-90cf-22b9e76e0f95	0						0.5200	unknown	-0.18714365,0.04423345,0.06430603,-0.05764795,0.011217004,-0.058632646,0.068003505,-0.0622018,0.1947679,-0.043148585,0.23603943,-0.013899747,-0.15674824,-0.16346563,0.002754853,0.10557814,-0.15680665,-0.13443857,-0.07185664,-0.113823265,0.0625327,-0.018876733,-0.043309424,0.0752413,-0.1786488,-0.31599793,-0.09121275,-0.113062896,-0.030516598,-0.06514594,-0.02784946,0.10777129,-0.2225485,-0.07625817,-0.07446099,0.11777124,0.014217198,-0.007099512,0.12837043,0.087836236,-0.10013083,-0.030067243,-0.020576261,0.31068003,0.20608777,-0.07759496,-0.006093355,0.02012205,0.031810444,-0.24859022,-0.022838816,0.14263247,0.052976675,0.09471528,0.06698406,-0.11329169,-0.009626676,0.032818817,-0.17854027,0.033353176,-0.061583225,-0.13626632,-0.042730305,-0.05965371,0.19413222,0.14043707,-0.07298355,-0.13230132,0.18460977,-0.0951834,-0.017641632,0.06814223,-0.112252064,-0.17410435,-0.28194645,0.14668243,0.4631107,0.1445613,-0.21856202,0.04460849,-0.20310229,-0.096169926,0.07632961,0.021609096,-0.023811204,0.102826916,-0.1399846,0.08302011,0.1332885,0.03771253,-0.04030304,0.21720912,-0.020469237,0.04063414,0.08355912,0.009068512,-0.07300806,0.053464156,-0.15409996,-0.032905832,0.042144284,-0.124249674,0.018483413,0.074980535,-0.113140516,0.1297853,0.07893184,-0.036170598,-0.09401464,0.014020145,-0.11361339,-0.011125742,0.13326548,-0.24283478,0.15203227,0.15671909,0.015005332,0.18824272,0.044487752,0.05857378,-0.06798394,-0.047212295,-0.0741301,0.032868918,0.02446417,0.030907582,0.04098942,0.05771678	unknown-af9aedaa	a4a46a15-d817-418a-bfe5-d41dca928510.jpg	2026-03-10T16:10:40.461977100Z
9e70751c-fb16-4f58-b8f9-4a4c235cbd6d	1	9fc4c443-8d6b-4728-9cb8-020e75c21f21	Maniesh	Missing	0.0000	100.0000	0.5200	confirmed	-0.18714365,0.04423345,0.06430603,-0.05764795,0.011217004,-0.058632646,0.068003505,-0.0622018,0.1947679,-0.043148585,0.23603943,-0.013899747,-0.15674824,-0.16346563,0.002754853,0.10557814,-0.15680665,-0.13443857,-0.07185664,-0.113823265,0.0625327,-0.018876733,-0.043309424,0.0752413,-0.1786488,-0.31599793,-0.09121275,-0.113062896,-0.030516598,-0.06514594,-0.02784946,0.10777129,-0.2225485,-0.07625817,-0.07446099,0.11777124,0.014217198,-0.007099512,0.12837043,0.087836236,-0.10013083,-0.030067243,-0.020576261,0.31068003,0.20608777,-0.07759496,-0.006093355,0.02012205,0.031810444,-0.24859022,-0.022838816,0.14263247,0.052976675,0.09471528,0.06698406,-0.11329169,-0.009626676,0.032818817,-0.17854027,0.033353176,-0.061583225,-0.13626632,-0.042730305,-0.05965371,0.19413222,0.14043707,-0.07298355,-0.13230132,0.18460977,-0.0951834,-0.017641632,0.06814223,-0.112252064,-0.17410435,-0.28194645,0.14668243,0.4631107,0.1445613,-0.21856202,0.04460849,-0.20310229,-0.096169926,0.07632961,0.021609096,-0.023811204,0.102826916,-0.1399846,0.08302011,0.1332885,0.03771253,-0.04030304,0.21720912,-0.020469237,0.04063414,0.08355912,0.009068512,-0.07300806,0.053464156,-0.15409996,-0.032905832,0.042144284,-0.124249674,0.018483413,0.074980535,-0.113140516,0.1297853,0.07893184,-0.036170598,-0.09401464,0.014020145,-0.11361339,-0.011125742,0.13326548,-0.24283478,0.15203227,0.15671909,0.015005332,0.18824272,0.044487752,0.05857378,-0.06798394,-0.047212295,-0.0741301,0.032868918,0.02446417,0.030907582,0.04098942,0.05771678		d8fd90c3-a888-4619-9ec5-528ddab422ff.jpg	2026-03-10T16:11:10.884550600Z
13380bbd-f4e5-458c-a167-4a46fc8a80f6	1	9fc4c443-8d6b-4728-9cb8-020e75c21f21	Maniesh	Missing	0.0000	100.0000	0.5200	confirmed	-0.18714365,0.04423345,0.06430603,-0.05764795,0.011217004,-0.058632646,0.068003505,-0.0622018,0.1947679,-0.043148585,0.23603943,-0.013899747,-0.15674824,-0.16346563,0.002754853,0.10557814,-0.15680665,-0.13443857,-0.07185664,-0.113823265,0.0625327,-0.018876733,-0.043309424,0.0752413,-0.1786488,-0.31599793,-0.09121275,-0.113062896,-0.030516598,-0.06514594,-0.02784946,0.10777129,-0.2225485,-0.07625817,-0.07446099,0.11777124,0.014217198,-0.007099512,0.12837043,0.087836236,-0.10013083,-0.030067243,-0.020576261,0.31068003,0.20608777,-0.07759496,-0.006093355,0.02012205,0.031810444,-0.24859022,-0.022838816,0.14263247,0.052976675,0.09471528,0.06698406,-0.11329169,-0.009626676,0.032818817,-0.17854027,0.033353176,-0.061583225,-0.13626632,-0.042730305,-0.05965371,0.19413222,0.14043707,-0.07298355,-0.13230132,0.18460977,-0.0951834,-0.017641632,0.06814223,-0.112252064,-0.17410435,-0.28194645,0.14668243,0.4631107,0.1445613,-0.21856202,0.04460849,-0.20310229,-0.096169926,0.07632961,0.021609096,-0.023811204,0.102826916,-0.1399846,0.08302011,0.1332885,0.03771253,-0.04030304,0.21720912,-0.020469237,0.04063414,0.08355912,0.009068512,-0.07300806,0.053464156,-0.15409996,-0.032905832,0.042144284,-0.124249674,0.018483413,0.074980535,-0.113140516,0.1297853,0.07893184,-0.036170598,-0.09401464,0.014020145,-0.11361339,-0.011125742,0.13326548,-0.24283478,0.15203227,0.15671909,0.015005332,0.18824272,0.044487752,0.05857378,-0.06798394,-0.047212295,-0.0741301,0.032868918,0.02446417,0.030907582,0.04098942,0.05771678		b51ed336-4d0d-4507-89f1-ec486f00639e.jpg	2026-03-10T16:11:30.441327800Z
ff02e5ce-cc4b-4e92-8d8f-a730a7374e6d	0						0.5200	unknown	-0.16430539,0.07562704,0.0095879575,-0.045626037,-0.02589211,-0.019607114,-0.011670519,-0.07223019,0.21872066,-0.09843722,0.23420157,-0.0401501,-0.18181996,-0.10531535,0.010643902,0.11243944,-0.18814196,-0.13183685,-0.046933025,-0.14271799,0.0019061898,-0.07085636,0.009787299,0.086292185,-0.12216323,-0.36200416,-0.10455642,-0.21412465,0.06981987,-0.101201616,-0.028475901,0.07011066,-0.2181602,-0.13082807,-0.04524407,0.07746674,0.018412791,-0.023089528,0.21458511,-0.024409404,-0.07588306,-0.050937228,0.018735941,0.30032688,0.14359975,0.022575686,0.040822737,0.053293604,0.096887484,-0.23906311,0.10942385,0.091852136,0.18352509,0.046108384,0.085601196,-0.1663172,-0.0033813708,0.034416128,-0.1872958,0.09318609,0.059337057,-0.017419523,-0.08271454,0.007143289,0.27604148,0.1654686,-0.08643916,-0.10692478,0.21225505,-0.08262304,0.048353538,0.071518555,-0.14517055,-0.17025091,-0.25707108,0.1488834,0.44751108,0.12491588,-0.14810643,-0.018098913,-0.13609631,-0.035625998,0.04380925,-0.021963755,-0.11453273,0.0010469228,-0.088186145,0.08859353,0.13338889,0.039735865,-0.108412,0.12524506,-0.03176368,-0.015775172,0.038482226,0.05888668,-0.06637533,-0.019425895,-0.15624963,0.025928386,0.08746862,-0.07963122,-0.052423242,0.09576072,-0.1659495,0.06422832,-0.0072402903,-0.07505181,-0.0824184,0.07073588,-0.19639924,-0.025141595,0.16639613,-0.25011072,0.15376952,0.16714817,0.0024149253,0.17780596,0.035850257,0.039482992,0.02803767,-0.047096077,-0.14299321,-0.10040725,0.08009055,0.031402014,0.035826422,0.040996894	unknown-bbb90fac	c7091f69-d08e-4946-ae01-1e3a438926e4.jpg	2026-03-10T16:12:42.158171300Z
8203c7cc-b293-4961-b647-915fe9d30e50	1	4c32acd5-6f59-4503-a8b5-e916135b3ee1	pragas pathy	Missing	0.5089	30.4833	0.5200	review_required	-0.20309639,0.11052441,-0.0027438293,-0.039829843,-0.047548346,-0.007818855,0.029748145,-0.071521685,0.21308988,-0.06429563,0.2086497,-0.0019810072,-0.16988696,-0.10177314,0.018910931,0.07644819,-0.19668697,-0.12675075,-0.04935487,-0.14052144,0.006228819,-0.051869325,0.033244267,0.052348323,-0.18800926,-0.32476512,-0.07645137,-0.23326208,0.10139698,-0.09517077,-0.02125373,0.040228114,-0.22553149,-0.112749845,-0.035241365,0.0538876,0.020340417,-0.012858729,0.19423424,-0.034946796,-0.08926973,-0.059554808,0.028776037,0.28023738,0.14562206,-0.010116801,0.045864586,0.0047450108,0.08695418,-0.19696522,0.11118125,0.100793555,0.16306917,0.0484683,0.049177174,-0.17786978,0.0052952627,0.015895428,-0.17670302,0.10759369,0.099931926,-0.015033355,-0.12323248,0.027460923,0.27005994,0.12294779,-0.107607104,-0.1289946,0.2107397,-0.056312095,0.063026875,0.08425258,-0.14919922,-0.18866368,-0.2138925,0.17244798,0.417604,0.14001852,-0.14945783,0.0017671499,-0.20151637,-0.0026345246,0.021871706,0.014279791,-0.10826345,-0.0060419454,-0.0931224,0.10840725,0.11360312,0.0148552125,-0.101494685,0.12758528,-0.010049621,-0.023291083,0.014148812,0.061771486,-0.12782905,-0.006283308,-0.12507439,-0.007925353,0.13269006,-0.07324253,-0.031337388,0.13349798,-0.15427008,0.106547296,0.0050672153,-0.061544843,-0.041635558,0.02644806,-0.1392589,-0.03750007,0.13570866,-0.2301269,0.2051289,0.1494988,0.019415207,0.18726683,0.06327938,0.037490707,0.05048712,0.0016291501,-0.14260459,-0.06836296,0.07378422,-0.012821378,0.036177,0.028194616		1557ca75-0982-418d-b0ae-6cd36d338b57.jpg	2026-03-10T16:12:49.399328400Z
f8662252-dc3c-4805-a18a-aac0cfb2b51c	1	9fc4c443-8d6b-4728-9cb8-020e75c21f21	Maniesh	Missing	0.4115	43.9485	0.5200	review_required	-0.19046909,0.10957923,0.023789328,-0.050524827,0.041513707,-0.017758546,0.041073807,-0.12535197,0.16544239,-0.06476328,0.20351514,-0.019684633,-0.14636917,-0.1742182,-0.02124837,0.06498272,-0.1520217,-0.19499673,-0.11703452,-0.12452455,0.0019586077,0.005760608,0.017434508,0.08643409,-0.20855065,-0.312933,-0.054503568,-0.13879076,0.022712937,-0.09943453,0.016686402,0.017779443,-0.26568934,-0.016106496,-0.10494318,0.12453956,0.037926123,0.057123356,0.170943,0.0630928,-0.11190089,-0.011167209,-0.034546204,0.32380837,0.23944649,-0.033948876,-0.005363908,-0.010933405,0.08704179,-0.23969743,0.04557543,0.13731812,0.06546171,0.043496054,0.06032621,-0.118642606,-0.05646502,0.042655475,-0.1402878,0.076777466,-0.04313131,-0.08325784,-0.058128875,-0.020092595,0.21713176,0.10710193,-0.07757143,-0.10393649,0.20784774,-0.15762587,0.038539615,0.09478797,-0.049738124,-0.14799075,-0.27367443,0.14483267,0.4323244,0.10741579,-0.20407267,0.060988773,-0.17027625,-0.024746483,0.07879538,0.010842675,-0.099679925,0.0939635,-0.14499243,0.070881106,0.16148645,0.054375265,-0.043632757,0.2060999,-0.03502387,0.014715618,0.12609059,0.027198713,-0.10475431,0.012857023,-0.11588954,0.0025455207,0.04977038,-0.11163137,0.016185958,0.046878744,-0.09032825,0.14748478,0.03170151,-0.024571382,-0.043364003,0.051704697,-0.0935107,-0.081578925,0.16216074,-0.25082982,0.16146599,0.12101645,-0.057858117,0.20340884,0.06313564,0.13103703,-0.0687185,0.048272572,-0.054891266,-0.0012696232,0.026616046,-0.011426106,0.07152039,0.050575413		898fc7be-4e33-4ff3-afc7-01e206af650f.jpg	2026-03-10T16:18:01.883843500Z
0336d23b-1c47-45d1-a1d3-94a70fedde19	0						0.5200	unknown	-0.12881762,0.14684664,0.109432854,-0.0484601,-0.0145980725,-0.019671753,0.023165025,-0.05971906,0.19265707,-0.059439365,0.22546895,-0.011780417,-0.21592927,-0.13208672,-0.052176792,0.10069751,-0.10752708,-0.14228876,-0.11717389,-0.09844487,0.039640035,0.02113074,-0.028217927,0.04067707,-0.15169926,-0.29984882,-0.07258761,-0.17437513,-0.019098582,-0.10779095,-0.019719942,-0.028259162,-0.28687412,-0.09543931,-0.12513062,0.08119643,-0.0148959635,0.016084058,0.093935244,0.06754598,-0.13404873,-0.004079489,-0.014554945,0.2502807,0.18461642,0.023116186,0.016570032,-0.007144476,0.02214456,-0.24648985,0.05857756,0.12912802,0.15850022,0.0719476,0.057087652,-0.11923529,-0.018101461,0.026486337,-0.20102024,0.07580084,0.048183538,-0.07912655,-0.10155844,0.020342996,0.23830128,0.1344571,-0.10401009,-0.08601411,0.2040784,-0.16040789,0.0012170335,0.07865732,-0.04887018,-0.1301047,-0.3147668,0.1679832,0.42484567,0.12044983,-0.18765113,-0.00520585,-0.21916036,0.026768776,0.012541046,-0.009364394,-0.093987145,0.07708634,-0.14135586,0.0719874,0.10921964,-0.0032475546,-0.01277313,0.20611374,-0.023254625,-0.00476196,0.033069253,0.0502377,-0.1016323,-0.022096016,-0.082516335,0.008841802,0.0857746,-0.085168466,-0.026089748,0.06190689,-0.11675492,0.07574674,0.0063004936,-0.07814251,-0.03851975,0.019457756,-0.12655427,-0.087692685,0.16522959,-0.21700798,0.17794317,0.13353907,-0.08018012,0.13394119,0.10105592,0.10161608,-0.050502576,-0.07003461,-0.10693194,-0.0783231,0.049630467,-0.015582849,0.0591737,0.034799457	unknown-5f9ce61d	a106941c-82be-45c0-bc91-8488a257ee90.jpg	2026-03-11T16:22:59.502314100Z
669a087f-8401-434a-98c8-2aedabf888db	1	9fc4c443-8d6b-4728-9cb8-020e75c21f21	Maniesh	Missing	0.4779	34.7688	0.5200	review_required	-0.15119232,0.09339428,0.12284056,-0.042081818,-0.0014096884,-0.026864981,0.045638412,-0.049630407,0.21051566,-0.099404365,0.21098228,-0.015324333,-0.18096992,-0.14419042,0.0020801686,0.116881706,-0.094059706,-0.14600591,-0.11091546,-0.08469586,0.041362785,0.003684225,-0.011972815,0.030259347,-0.18469268,-0.34386972,-0.09006092,-0.15124753,-0.023721121,-0.092613004,-0.016590435,0.009659671,-0.29781124,-0.0925923,-0.13696402,0.117686786,-0.01965919,0.009384647,0.11364139,0.07922248,-0.15843938,-0.029220948,-0.034688644,0.24645126,0.17926934,0.011649643,0.015445381,0.0199044,0.026521798,-0.25695634,0.048042,0.10495943,0.12288977,0.09243197,0.036800724,-0.094028555,0.015165719,0.03898214,-0.23249823,0.051217362,0.027275426,-0.092125036,-0.09387782,0.03978658,0.2530846,0.13714229,-0.09712718,-0.052226994,0.19610365,-0.14144325,0.053171325,0.083690874,-0.07799542,-0.1656979,-0.3102906,0.18362367,0.43027058,0.11127889,-0.16638558,-0.014835924,-0.18532524,0.018558584,0.036575496,0.0149654625,-0.0801044,0.0961295,-0.10166378,0.105854526,0.113842465,0.013756188,-0.016831364,0.2199619,-0.014255367,0.0011656679,0.03781557,0.04221797,-0.054313604,-0.022245722,-0.090264365,0.021533078,0.101878874,-0.08676313,-0.020056734,0.057409264,-0.12888962,0.107494086,0.01578441,-0.07989846,-0.027003417,0.006576335,-0.13133357,-0.09306188,0.14806056,-0.21442275,0.14805551,0.16472414,-0.09222937,0.1595245,0.07325324,0.103876136,-0.057084512,-0.054060258,-0.1130138,-0.029210635,0.08752498,-0.0037659921,0.072078414,0.027360307		58e43b0d-2c72-4a50-9b48-5cdcd92f4c9b.jpg	2026-03-11T16:23:06.562504500Z
